km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,car_brand,car_age,price
100.0,Diesel,Individual,Manual,Second_Owner,17.0,1.405,70.0,5.0,Domestic,12,1.2
80.0,Diesel,Individual,Manual,First_Owner,25.2,1.248,74.0,5.0,Domestic,5,6.0
90.0,Petrol,Individual,Manual,Second_Owner,18.9,0.998,67.1,5.0,Domestic,12,1.35
44.0,Petrol,Individual,Manual,First_Owner,18.16,1.196,86.8,5.0,International,4,5.5
25.0,Petrol,Individual,Manual,First_Owner,23.1,0.998,67.04,5.0,Domestic,6,3.85
25.0,Petrol,Individual,Manual,First_Owner,15.29,1.591,121.3,5.0,International,4,8.0
35.0,Diesel,Individual,Manual,First_Owner,22.54,1.396,88.73,5.0,International,4,7.8
195.0,Petrol,Individual,Manual,Second_Owner,19.7,0.796,46.3,5.0,Domestic,12,1.0
60.0,Diesel,Individual,Manual,First_Owner,22.54,1.396,88.73,5.0,International,3,6.5
50.0,Petrol,Individual,Manual,First_Owner,16.1,0.796,37.0,4.0,Domestic,16,0.5
100.0,Diesel,Individual,Manual,Second_Owner,22.32,1.582,126.32,5.0,International,8,4.25
70.0,Diesel,Individual,Manual,First_Owner,20.4,1.248,91.7,5.0,International,5,5.0
30.0,Diesel,Individual,Manual,First_Owner,25.2,1.248,74.0,5.0,Domestic,3,5.9
27.0,Petrol,Individual,Manual,First_Owner,23.1,0.998,67.04,5.0,Domestic,4,4.59999
5.0,Petrol,Individual,Manual,First_Owner,21.21,1.197,81.8,5.0,Domestic,0,5.78
110.0,Diesel,Individual,Manual,Second_Owner,20.77,1.248,88.76,7.0,Domestic,8,5.5
80.0,Petrol,Individual,Manual,Second_Owner,16.8,1.497,116.3,5.0,International,7,4.65
80.0,Diesel,Individual,Manual,First_Owner,16.5,1.493,70.0,7.0,Domestic,2,8.9
110.0,Diesel,Individual,Manual,First_Owner,20.8,1.461,65.0,5.0,Domestic,6,2.5
35.0,Petrol,Individual,Automatic,First_Owner,20.51,0.998,67.0,5.0,Domestic,2,4.2
20.0,Petrol,Individual,Manual,First_Owner,21.21,1.197,81.8,5.0,Domestic,3,5.5
20.0,Petrol,Individual,Manual,First_Owner,24.7,0.796,47.3,5.0,Domestic,2,2.7
7.8,Petrol,Individual,Automatic,First_Owner,22.0,1.197,81.8,5.0,Domestic,2,7.0
20.0,Petrol,Individual,Manual,First_Owner,20.4,1.197,81.8,5.0,Domestic,3,5.0
15.0,Diesel,Individual,Manual,First_Owner,17.6,2.179,147.94,7.0,Domestic,1,12.5
31.377,Petrol,Individual,Manual,Second_Owner,18.5,1.197,82.85,5.0,International,7,3.2
50.0,Diesel,Individual,Manual,First_Owner,28.4,1.248,74.02,5.0,Domestic,2,7.0
60.0,Petrol,Individual,Manual,First_Owner,20.51,0.998,67.04,5.0,Domestic,5,2.9
100.0,Petrol,Individual,Automatic,First_Owner,14.53,1.794,138.1,5.0,International,8,5.5
60.0,Petrol,Individual,Manual,First_Owner,19.4,1.198,86.8,5.0,International,8,2.65
5.0,Petrol,Individual,Automatic,First_Owner,21.4,1.197,83.1,5.0,Domestic,2,8.3
60.0,Diesel,Individual,Manual,First_Owner,14.1,2.179,147.94,7.0,Domestic,3,8.0
25.0,Petrol,Individual,Manual,Second_Owner,19.7,0.796,46.3,5.0,Domestic,9,1.6
30.0,Petrol,Individual,Manual,First_Owner,25.17,0.799,53.3,5.0,International,2,3.35
80.0,Petrol,Individual,Manual,Second_Owner,20.63,1.198,67.0,5.0,International,3,3.29
75.0,Diesel,Individual,Manual,First_Owner,24.3,1.248,88.5,5.0,Domestic,3,7.75
32.0,Petrol,Individual,Manual,First_Owner,20.14,1.197,81.86,5.0,International,0,5.24
40.0,Petrol,Individual,Manual,First_Owner,22.74,0.796,47.3,5.0,Domestic,5,2.45
93.0,Petrol,Individual,Manual,Second_Owner,17.0,1.197,80.0,5.0,International,8,2.75
50.0,Diesel,Individual,Manual,Second_Owner,21.19,1.396,88.73,5.0,International,5,6.1
60.0,Diesel,Individual,Manual,First_Owner,26.59,1.248,74.0,5.0,Domestic,5,6.15
60.0,Diesel,Individual,Manual,Second_Owner,20.77,1.248,88.8,7.0,Domestic,6,6.84
64.0,Diesel,Individual,Manual,Second_Owner,20.77,1.248,88.8,7.0,Domestic,6,6.8
120.0,Diesel,Individual,Manual,First_Owner,20.45,1.461,83.8,5.0,International,6,5.0
120.0,Diesel,Individual,Manual,First_Owner,20.45,1.461,83.8,5.0,International,6,5.2
60.0,Diesel,Individual,Manual,First_Owner,24.4,1.498,98.63,5.0,International,2,6.75
81.5,Diesel,Individual,Automatic,Second_Owner,14.84,2.143,167.62,5.0,International,9,13.5
80.0,Diesel,Individual,Automatic,First_Owner,15.8,2.148,170.0,5.0,International,9,13.5
5.0,Petrol,Individual,Manual,First_Owner,21.21,1.197,81.8,5.0,Domestic,1,6.75
30.0,Diesel,Individual,Manual,First_Owner,21.7,1.498,98.96,5.0,International,4,7.25
15.0,Diesel,Individual,Manual,First_Owner,20.0,1.497,115.0,5.0,Domestic,1,12.0
40.0,Diesel,Dealer,Manual,First_Owner,20.14,1.498,88.0,5.0,International,2,6.5
16.5,Petrol,Dealer,Manual,First_Owner,17.0,1.197,110.0,5.0,Domestic,1,10.9
67.0,Diesel,Individual,Automatic,First_Owner,17.01,1.582,126.2,5.0,International,3,11.0
48.0,Diesel,Individual,Manual,First_Owner,22.54,1.396,88.73,5.0,International,3,6.7
35.0,Diesel,Individual,Manual,First_Owner,22.54,1.396,88.73,5.0,International,2,7.8
60.0,Diesel,Individual,Manual,First_Owner,28.09,1.248,88.5,5.0,Domestic,3,7.2
52.0,Petrol,Dealer,Manual,First_Owner,22.0,1.197,81.8,5.0,Domestic,2,6.1
29.0,Diesel,Individual,Manual,First_Owner,22.0,1.498,108.495,5.0,International,3,6.0
50.0,Diesel,Individual,Manual,First_Owner,19.87,1.461,83.8,5.0,International,4,5.35
110.0,Petrol,Individual,Manual,First_Owner,20.36,1.197,78.9,5.0,International,11,1.42
23.0,Petrol,Individual,Manual,First_Owner,21.4,1.197,83.1,5.0,Domestic,3,5.15
40.0,Petrol,Dealer,Manual,First_Owner,20.63,1.198,67.0,5.0,International,4,3.35
60.0,Diesel,Individual,Manual,First_Owner,21.38,1.396,88.7,5.0,International,3,9.57
127.0,Diesel,Individual,Manual,First_Owner,28.4,1.248,74.02,5.0,Domestic,3,6.05
140.0,Diesel,Individual,Manual,First_Owner,21.02,1.248,88.76,5.0,Domestic,7,3.16
5.0,Petrol,Individual,Manual,First_Owner,20.0,0.999,72.0,7.0,International,1,6.75
70.0,Diesel,Individual,Manual,First_Owner,26.59,1.248,74.0,5.0,Domestic,5,5.2
60.0,Diesel,Individual,Manual,First_Owner,19.3,1.248,73.9,5.0,Domestic,9,2.65
40.0,Petrol,Individual,Manual,Second_Owner,16.2,1.199,74.0,5.0,International,4,3.95
40.0,Petrol,Individual,Manual,Second_Owner,16.2,1.199,74.0,5.0,International,4,3.85
70.0,Petrol,Individual,Manual,Second_Owner,18.9,1.061,67.0,5.0,Domestic,11,1.42
35.0,Petrol,Individual,Manual,First_Owner,19.81,1.086,68.05,5.0,International,11,1.6
50.0,Diesel,Individual,Manual,>Two_Owners,19.09,1.396,69.0,5.0,Domestic,8,1.8
42.462,Petrol,Dealer,Manual,First_Owner,16.8,1.497,116.3,5.0,International,7,4.8
54.723,Diesel,Dealer,Manual,First_Owner,25.2,1.248,74.0,5.0,Domestic,5,4.7
20.375,Petrol,Dealer,Manual,First_Owner,20.89,1.197,81.8,5.0,Domestic,2,4.8
43.978,Diesel,Dealer,Manual,Second_Owner,28.4,1.248,74.0,5.0,Domestic,7,4.5
28.832,Diesel,Dealer,Manual,First_Owner,23.4,1.248,74.0,5.0,Domestic,3,5.2
3.177,Petrol,Dealer,Manual,First_Owner,18.5,1.194,94.93,5.0,International,1,7.0
39.414,Petrol,Dealer,Manual,First_Owner,18.9,1.197,81.86,5.0,International,5,4.0
30.078,Petrol,Dealer,Manual,First_Owner,15.3,1.396,70.0,5.0,Domestic,8,2.0
44.588,Petrol,Dealer,Manual,First_Owner,21.1,0.814,55.2,5.0,International,8,2.5
49.907,Petrol,Dealer,Manual,First_Owner,21.63,0.998,67.04,5.0,Domestic,5,4.0
67.082,Petrol,Dealer,Manual,Second_Owner,21.21,1.197,81.8,5.0,Domestic,7,3.71
40.0,Petrol,Individual,Manual,First_Owner,18.9,1.197,82.0,5.0,International,4,4.5
112.879,Diesel,Dealer,Manual,Second_Owner,23.0,1.498,98.96,5.0,International,4,5.7
80.0,Petrol,Individual,Manual,Second_Owner,19.4,1.198,86.8,5.0,International,7,3.0
25.0,Petrol,Individual,Manual,First_Owner,18.6,1.197,81.83,5.0,International,3,6.2
10.2,Petrol,Individual,Manual,First_Owner,17.4,1.497,117.6,5.0,International,2,9.49
60.0,Diesel,Individual,Manual,First_Owner,16.5,1.493,70.0,7.0,Domestic,2,7.5
20.0,Petrol,Individual,Manual,Second_Owner,23.1,0.998,67.04,5.0,Domestic,3,3.5
60.0,Diesel,Individual,Manual,First_Owner,16.0,2.179,140.0,7.0,Domestic,3,12.5
30.0,Petrol,Individual,Manual,>Two_Owners,23.01,0.999,67.0,5.0,International,4,2.7
40.0,Petrol,Individual,Manual,Second_Owner,21.1,0.814,55.2,5.0,International,7,2.35
60.0,Petrol,Individual,Manual,First_Owner,20.4,1.197,81.8,5.0,Domestic,4,5.0
111.0,Petrol,Individual,Manual,First_Owner,19.7,0.796,46.3,5.0,Domestic,8,2.2
70.0,Diesel,Individual,Manual,Second_Owner,23.4,1.248,74.0,5.0,Domestic,6,3.8
100.0,Petrol,Individual,Manual,>Two_Owners,20.92,0.998,67.1,5.0,Domestic,10,1.6
100.0,Petrol,Individual,Manual,>Two_Owners,20.92,0.998,67.1,5.0,Domestic,10,1.6
25.0,Petrol,Individual,Manual,First_Owner,20.3,0.998,68.05,5.0,International,3,3.39
100.0,Petrol,Individual,Manual,First_Owner,15.3,1.596,99.6,5.0,International,9,2.29999
35.0,Diesel,Individual,Manual,First_Owner,25.32,1.198,77.0,6.0,Domestic,4,4.0
25.0,Diesel,Individual,Manual,First_Owner,25.4,1.186,73.97,5.0,International,2,4.7
58.0,Petrol,Individual,Manual,First_Owner,16.1,0.796,37.0,4.0,Domestic,17,0.45
20.0,Petrol,Individual,Manual,First_Owner,19.4,1.194,94.93,5.0,International,1,5.75
1.3,Petrol,Individual,Manual,First_Owner,22.5,0.999,67.0,5.0,International,1,3.25
120.0,Petrol,Individual,Manual,Second_Owner,16.1,0.796,37.0,4.0,Domestic,23,0.5
15.0,Petrol,Individual,Manual,First_Owner,20.51,0.998,67.04,5.0,Domestic,6,3.5
9.0,Diesel,Dealer,Automatic,First_Owner,13.6,1.999,177.0,5.0,International,3,27.11
20.0,Petrol,Dealer,Automatic,First_Owner,22.37,2.487,214.56,5.0,International,1,51.5
45.0,Diesel,Dealer,Automatic,First_Owner,19.33,1.999,177.0,5.0,International,3,32.0
110.0,Diesel,Individual,Manual,First_Owner,14.1,2.179,147.94,7.0,Domestic,5,5.03
20.0,Diesel,Individual,Automatic,First_Owner,18.0,1.969,190.0,5.0,International,1,38.0
68.089,Petrol,Dealer,Automatic,First_Owner,19.16,2.494,157.7,5.0,International,4,20.0
58.343,Petrol,Dealer,Manual,First_Owner,21.79,0.998,67.05,5.0,Domestic,7,2.25
38.817,Diesel,Dealer,Manual,First_Owner,27.39,1.248,74.0,5.0,Domestic,2,7.4
56.494,Petrol,Dealer,Manual,First_Owner,18.2,1.199,88.7,5.0,International,4,5.5
79.328,Diesel,Dealer,Manual,Second_Owner,12.99,2.494,100.6,7.0,International,7,7.5
5.621,Petrol,Dealer,Automatic,First_Owner,22.0,1.197,81.8,5.0,Domestic,1,6.5
25.538,Petrol,Dealer,Manual,First_Owner,16.78,1.496,88.73,5.0,International,3,6.25
69.779,Petrol,Dealer,Automatic,First_Owner,22.0,1.197,81.8,5.0,Domestic,2,6.0
56.29,Diesel,Dealer,Manual,First_Owner,24.0,1.186,73.97,5.0,International,3,4.5
7.5,Diesel,Dealer,Automatic,First_Owner,16.78,1.995,190.0,5.0,International,1,54.0
8.5,Diesel,Dealer,Automatic,First_Owner,16.78,1.995,190.0,5.0,International,1,55.0
7.032,Petrol,Dealer,Automatic,First_Owner,19.0,1.199,88.76,5.0,International,1,7.79
11.0,Petrol,Dealer,Automatic,First_Owner,14.3,1.598,103.5,5.0,International,4,6.45
2.0,Diesel,Dealer,Automatic,First_Owner,16.8,1.984,150.0,5.0,International,2,24.75
25.0,Petrol,Individual,Manual,First_Owner,25.17,0.799,53.3,5.0,International,4,3.0
150.0,Diesel,Individual,Manual,First_Owner,19.01,1.461,108.5,5.0,International,6,5.4
10.0,Petrol,Individual,Manual,First_Owner,23.1,0.998,67.04,5.0,Domestic,2,5.8
70.0,Diesel,Individual,Manual,First_Owner,19.67,1.582,126.2,5.0,International,5,10.0
80.0,Diesel,Individual,Manual,First_Owner,22.95,1.248,74.0,5.0,Domestic,3,4.59999
50.0,Diesel,Individual,Manual,First_Owner,25.2,1.248,74.0,5.0,Domestic,5,6.35
83.0,Diesel,Individual,Manual,>Two_Owners,22.32,1.582,126.32,5.0,International,6,6.5
116.0,Diesel,Individual,Manual,Second_Owner,23.4,1.248,74.0,5.0,Domestic,7,5.25
60.0,Petrol,Individual,Manual,>Two_Owners,15.8,1.172,67.1,5.0,International,5,3.5
175.802,Diesel,Individual,Manual,>Two_Owners,19.3,1.248,73.9,5.0,Domestic,12,3.2
192.0,Diesel,Individual,Manual,>Two_Owners,12.8,2.494,102.0,8.0,International,14,4.5
73.84,Petrol,Individual,Manual,First_Owner,15.04,1.598,103.6,5.0,International,9,2.27
162.0,Diesel,Individual,Manual,Second_Owner,13.6,2.523,63.0,8.0,Domestic,9,3.25
20.0,Petrol,Individual,Automatic,First_Owner,23.0,0.999,67.0,5.0,International,2,2.75
75.0,Petrol,Individual,Manual,>Two_Owners,18.9,1.197,82.0,5.0,International,7,3.0
320.0,Diesel,Individual,Manual,>Two_Owners,12.05,2.179,120.0,8.0,Domestic,9,4.0
120.0,Diesel,Individual,Manual,Second_Owner,20.34,1.498,103.2,5.0,International,5,5.5
20.0,Petrol,Individual,Manual,First_Owner,20.4,1.197,81.8,5.0,Domestic,4,5.5
40.0,Diesel,Individual,Automatic,First_Owner,21.66,1.498,108.6,5.0,International,3,9.0
20.0,Petrol,Individual,Manual,First_Owner,19.7,0.796,46.3,5.0,Domestic,10,1.65
70.0,Petrol,Individual,Manual,First_Owner,21.1,0.814,55.2,5.0,International,6,2.1
30.0,Diesel,Individual,Manual,First_Owner,19.64,1.461,108.45,5.0,International,4,6.5
120.0,Diesel,Individual,Manual,First_Owner,15.1,2.179,140.0,7.0,Domestic,6,6.8
25.0,Petrol,Individual,Manual,First_Owner,23.01,0.999,67.0,5.0,International,1,3.9
80.0,Petrol,Individual,Manual,First_Owner,25.17,0.799,53.3,5.0,International,4,2.6
67.0,Petrol,Individual,Manual,First_Owner,19.1,1.197,85.8,5.0,Domestic,7,4.5
120.0,Petrol,Individual,Manual,Second_Owner,19.81,1.086,68.05,5.0,International,12,1.3
9.0,Diesel,Individual,Manual,First_Owner,24.3,1.248,88.5,5.0,Domestic,1,8.9
20.0,Diesel,Individual,Automatic,First_Owner,18.0,1.969,190.0,5.0,International,1,38.0
80.0,Petrol,Individual,Manual,Second_Owner,14.0,1.595,102.0,5.0,International,10,2.25
60.0,Diesel,Individual,Automatic,First_Owner,15.04,2.755,174.5,7.0,International,2,32.0
120.0,Diesel,Individual,Manual,First_Owner,21.12,1.248,88.8,5.0,Domestic,10,2.1
60.0,Diesel,Individual,Automatic,First_Owner,11.0,2.982,170.3,7.0,International,6,35.0
80.0,Diesel,Individual,Manual,Second_Owner,25.1,1.498,98.6,5.0,International,6,7.5
120.0,Diesel,Individual,Manual,Second_Owner,12.2,2.499,80.0,10.0,International,9,3.5
24.857,Petrol,Dealer,Automatic,>Two_Owners,16.5,1.799,139.46,5.0,International,1,20.0
26.442,Petrol,Individual,Manual,First_Owner,20.3,0.998,68.05,5.0,International,3,2.7
35.0,Petrol,Individual,Manual,First_Owner,17.5,1.373,91.1,7.0,Domestic,3,7.0
28.0,Petrol,Individual,Manual,Second_Owner,19.7,0.796,46.3,5.0,Domestic,10,1.3
80.0,Diesel,Individual,Manual,First_Owner,20.77,1.248,88.8,7.0,Domestic,5,6.5
39.0,Petrol,Individual,Manual,First_Owner,19.7,0.796,46.3,5.0,Domestic,15,0.55
20.0,Petrol,Individual,Automatic,First_Owner,20.51,0.998,67.0,5.0,Domestic,3,4.75
50.0,Diesel,Individual,Manual,First_Owner,21.64,1.461,84.8,5.0,International,7,3.25
40.0,Petrol,Individual,Automatic,First_Owner,19.0,1.199,88.7,5.0,International,3,6.15
15.0,Petrol,Individual,Manual,First_Owner,18.9,1.197,82.0,5.0,International,5,3.9
15.0,Petrol,Individual,Automatic,First_Owner,22.0,1.197,81.8,5.0,Domestic,1,6.5
30.0,Petrol,Individual,Manual,First_Owner,20.4,1.197,81.8,5.0,Domestic,5,4.4
70.0,Diesel,Individual,Manual,First_Owner,26.0,1.498,98.6,5.0,International,6,6.0
80.0,Petrol,Individual,Manual,First_Owner,16.2,0.995,62.1,5.0,International,8,1.7
80.0,Diesel,Individual,Manual,First_Owner,15.96,2.523,63.0,9.0,Domestic,7,4.99
120.0,Diesel,Individual,Manual,First_Owner,22.54,1.396,88.73,5.0,International,8,5.25
90.0,Diesel,Individual,Manual,First_Owner,20.45,1.461,83.8,5.0,International,5,5.8
110.0,Diesel,Individual,Manual,Second_Owner,18.2,1.248,73.74,7.0,International,4,4.2
120.0,Diesel,Individual,Manual,First_Owner,12.99,2.494,100.6,7.0,International,5,13.0
80.0,Diesel,Individual,Manual,First_Owner,23.9,1.582,126.2,5.0,International,4,8.0
5.0,Petrol,Individual,Manual,First_Owner,21.21,1.197,81.8,5.0,Domestic,0,6.0
50.0,Petrol,Individual,Manual,First_Owner,18.5,1.198,86.8,5.0,International,3,4.0
65.0,Diesel,Individual,Manual,First_Owner,26.59,1.248,74.0,5.0,Domestic,3,7.0
35.0,Diesel,Individual,Manual,First_Owner,27.39,1.248,74.0,5.0,Domestic,3,8.0
90.0,Diesel,Individual,Manual,First_Owner,27.3,1.498,98.6,5.0,International,5,6.0
100.0,Diesel,Individual,Manual,First_Owner,25.2,1.248,74.0,5.0,Domestic,4,5.8
15.0,Petrol,Individual,Manual,First_Owner,25.17,0.799,53.3,5.0,International,4,3.5
147.0,Diesel,Individual,Manual,First_Owner,20.0,1.399,68.0,5.0,International,9,2.04999
20.0,Diesel,Individual,Manual,First_Owner,16.0,2.179,140.0,7.0,Domestic,3,13.5
120.0,Diesel,Individual,Manual,Second_Owner,23.0,1.396,90.0,5.0,International,11,3.1
250.0,Diesel,Individual,Manual,Second_Owner,12.8,2.494,102.0,7.0,International,9,7.0
69.0,Diesel,Individual,Manual,Second_Owner,25.83,1.498,99.0,5.0,International,4,4.59999
80.0,Diesel,Individual,Manual,First_Owner,28.09,1.248,88.5,5.0,Domestic,3,8.6
97.0,LPG,Individual,Manual,>Two_Owners,19.0,1.086,68.1,5.0,International,8,2.75
15.0,Petrol,Individual,Manual,First_Owner,25.17,0.799,53.3,5.0,International,4,3.9
50.0,Diesel,Individual,Manual,First_Owner,17.6,2.179,153.86,7.0,Domestic,2,15.25
50.8,Petrol,Dealer,Manual,Second_Owner,19.7,0.796,46.3,5.0,Domestic,15,1.1
10.0,Petrol,Dealer,Manual,First_Owner,23.1,0.998,67.04,5.0,Domestic,3,4.84999
30.0,Diesel,Individual,Automatic,First_Owner,17.09,2.993,261.4,4.0,International,2,58.3
60.0,Petrol,Individual,Manual,Second_Owner,19.7,0.796,46.3,5.0,Domestic,8,1.85
40.142,Diesel,Dealer,Manual,First_Owner,24.4,1.12,71.0,5.0,International,2,6.65
9.4,Petrol,Dealer,Manual,First_Owner,18.6,1.197,81.83,5.0,International,1,7.21
62.0,Diesel,Dealer,Manual,First_Owner,25.32,1.198,77.0,5.0,Domestic,4,3.9
90.0,Diesel,Dealer,Manual,First_Owner,18.8,1.248,90.0,5.0,Domestic,9,1.9
12.584,Diesel,Dealer,Manual,First_Owner,16.55,2.498,105.0,6.0,Domestic,1,9.75
49.0,Petrol,Dealer,Manual,First_Owner,19.02,1.198,67.05,5.0,International,4,2.75
32.0,Petrol,Dealer,Manual,First_Owner,24.7,0.796,47.3,5.0,Domestic,4,3.15
4.3,Petrol,Dealer,Manual,First_Owner,18.6,1.197,81.86,5.0,International,1,6.85
14.548,Petrol,Dealer,Manual,First_Owner,21.21,1.197,81.8,5.0,Domestic,1,5.95
44.772,Diesel,Dealer,Manual,Second_Owner,23.0,1.498,98.96,5.0,International,2,9.0
48.5,Diesel,Dealer,Manual,First_Owner,25.47,1.248,88.5,7.0,Domestic,2,9.5
38.0,Petrol,Dealer,Manual,First_Owner,24.7,0.796,47.3,5.0,Domestic,4,2.75
28.782,Petrol,Dealer,Manual,First_Owner,18.6,1.197,81.83,5.0,International,3,5.7
28.451,Petrol,Dealer,Manual,First_Owner,18.6,1.197,81.83,5.0,International,2,7.0
36.5,Diesel,Dealer,Manual,First_Owner,24.3,1.248,88.5,5.0,Domestic,2,9.1
44.885,Diesel,Dealer,Manual,First_Owner,26.59,1.248,74.0,5.0,Domestic,2,7.51
35.0,Petrol,Individual,Manual,First_Owner,21.1,0.814,55.2,5.0,International,6,2.25
110.0,Diesel,Individual,Manual,Second_Owner,17.0,1.405,71.0,5.0,Domestic,11,1.35
79.0,Diesel,Dealer,Manual,First_Owner,25.47,1.248,88.5,7.0,Domestic,3,8.25
91.0,Diesel,Dealer,Automatic,Second_Owner,12.55,2.982,168.5,7.0,International,5,16.5
50.0,Diesel,Dealer,Manual,First_Owner,24.3,1.248,88.5,5.0,Domestic,2,8.75
81.0,Diesel,Dealer,Manual,Second_Owner,28.09,1.248,88.5,5.0,Domestic,4,6.5
22.0,Petrol,Dealer,Automatic,First_Owner,16.0,1.368,160.0,5.0,International,1,14.5
41.0,Diesel,Dealer,Manual,First_Owner,20.5,1.582,126.2,5.0,International,3,9.75
50.0,Diesel,Dealer,Manual,First_Owner,24.52,1.248,88.5,7.0,Domestic,1,9.25
66.0,Diesel,Dealer,Manual,First_Owner,20.77,1.248,88.8,7.0,Domestic,4,7.25
65.0,Diesel,Dealer,Manual,First_Owner,20.77,1.248,88.76,7.0,Domestic,7,5.5
76.0,Diesel,Dealer,Manual,First_Owner,22.54,1.396,88.73,5.0,International,6,5.5
95.0,Diesel,Dealer,Manual,First_Owner,12.8,2.494,102.0,7.0,International,7,7.5
55.0,Petrol,Dealer,Manual,Second_Owner,17.0,1.497,118.0,5.0,International,7,4.75
65.0,Petrol,Dealer,Manual,First_Owner,19.02,1.198,67.05,7.0,International,3,3.25
76.0,Diesel,Dealer,Manual,First_Owner,25.47,1.248,88.5,7.0,Domestic,3,7.25
47.0,Petrol,Dealer,Manual,Second_Owner,16.02,1.373,93.7,7.0,Domestic,2,7.75
70.0,Diesel,Dealer,Manual,First_Owner,23.4,1.248,74.0,5.0,Domestic,3,6.25
89.0,Diesel,Dealer,Manual,First_Owner,22.9,1.248,74.0,5.0,Domestic,6,4.7
98.0,Diesel,Dealer,Manual,First_Owner,13.68,2.393,147.51,7.0,International,3,17.5
90.0,Diesel,Dealer,Manual,First_Owner,13.68,2.393,147.51,7.0,International,4,16.5
70.0,Diesel,Individual,Manual,First_Owner,21.38,1.396,88.7,5.0,International,2,10.5
57.0,Diesel,Individual,Manual,First_Owner,22.9,1.248,74.0,5.0,Domestic,7,3.8
70.0,Diesel,Individual,Manual,First_Owner,26.59,1.248,74.0,5.0,Domestic,3,6.5
49.2,Petrol,Individual,Manual,First_Owner,21.1,0.814,55.2,5.0,International,4,2.75
125.0,Petrol,Individual,Manual,Second_Owner,13.5,1.799,130.0,5.0,International,11,2.2
60.0,Petrol,Individual,Manual,Second_Owner,19.81,1.086,68.05,5.0,International,12,2.0
120.0,Petrol,Individual,Manual,Second_Owner,15.37,1.196,73.0,5.0,Domestic,5,3.15
110.0,Petrol,Individual,Manual,>Two_Owners,19.7,0.796,46.3,5.0,Domestic,16,0.9
70.0,Petrol,Individual,Manual,Second_Owner,18.9,1.061,67.0,5.0,Domestic,13,1.2
168.0,Petrol,Individual,Manual,Second_Owner,18.9,0.998,67.1,5.0,Domestic,14,0.9
30.0,Diesel,Individual,Manual,First_Owner,16.0,2.179,140.0,7.0,Domestic,2,15.0
60.0,Diesel,Individual,Manual,First_Owner,24.0,1.12,70.0,5.0,International,5,3.7
131.111,Diesel,Individual,Manual,First_Owner,25.2,1.248,74.0,5.0,Domestic,4,5.95
120.0,Diesel,Individual,Manual,Second_Owner,19.2,1.461,65.0,5.0,Domestic,13,1.5
58.4,Diesel,Individual,Manual,Second_Owner,19.3,1.248,73.9,5.0,Domestic,8,4.0
23.4,Petrol,Individual,Manual,Second_Owner,23.95,0.998,67.1,5.0,Domestic,4,3.1
50.0,Petrol,Individual,Manual,First_Owner,23.1,0.998,67.04,5.0,Domestic,2,3.85
90.0,Diesel,Individual,Manual,First_Owner,15.1,2.179,140.0,7.0,Domestic,6,7.5
3.01,Petrol,Individual,Automatic,First_Owner,20.3,1.086,68.0,5.0,International,1,5.21
80.0,Diesel,Individual,Manual,First_Owner,21.12,1.248,88.8,5.0,Domestic,10,1.8
155.0,Diesel,Individual,Manual,Second_Owner,17.8,1.399,68.0,5.0,International,9,2.2
70.0,Petrol,Individual,Manual,Second_Owner,16.1,0.796,37.0,4.0,Domestic,22,0.4
4.0,Petrol,Individual,Manual,First_Owner,18.9,1.197,81.86,5.0,International,2,5.4
35.0,Petrol,Individual,Manual,Second_Owner,19.7,0.796,46.3,5.0,Domestic,13,1.4
121.0,Petrol,Individual,Manual,First_Owner,17.3,0.993,60.0,5.0,Domestic,17,2.0
110.0,Diesel,Individual,Manual,Second_Owner,22.77,1.498,98.59,5.0,International,5,6.5
170.0,Diesel,Individual,Manual,Second_Owner,17.8,1.399,68.0,5.0,International,10,2.29999
175.0,Diesel,Individual,Manual,>Two_Owners,17.8,1.248,75.0,5.0,Domestic,10,3.05
30.0,Diesel,Individual,Manual,First_Owner,16.0,1.997,140.0,7.0,Domestic,2,14.0
163.0,Diesel,Individual,Manual,First_Owner,17.8,1.399,68.0,5.0,International,12,2.0
163.0,Diesel,Individual,Manual,First_Owner,17.8,1.399,68.0,5.0,International,12,2.0
77.088,Diesel,Individual,Manual,First_Owner,14.0,2.489,95.0,8.0,Domestic,10,4.65
110.0,Diesel,Individual,Manual,>Two_Owners,23.08,1.461,63.1,5.0,International,9,2.1
136.511,Diesel,Individual,Manual,First_Owner,15.96,2.523,62.1,7.0,Domestic,4,5.7
80.0,Petrol,Individual,Manual,First_Owner,16.02,1.373,93.7,7.0,Domestic,5,5.7
60.0,Petrol,Individual,Manual,First_Owner,16.02,1.373,93.7,7.0,Domestic,5,6.5
36.0,Petrol,Individual,Manual,First_Owner,20.85,1.197,83.14,5.0,Domestic,4,6.2
65.0,Petrol,Individual,Manual,Second_Owner,18.9,0.998,67.1,5.0,Domestic,8,2.5
50.0,Diesel,Individual,Automatic,First_Owner,17.05,1.995,184.0,5.0,International,9,10.0
60.0,LPG,Individual,Manual,First_Owner,26.2,0.998,58.2,5.0,Domestic,8,3.0
82.5,Diesel,Individual,Manual,First_Owner,20.3,1.248,75.0,5.0,International,7,3.0
30.0,Diesel,Individual,Manual,Second_Owner,23.0,1.498,98.96,5.0,International,2,8.1
100.0,Diesel,Individual,Manual,>Two_Owners,18.3,1.991,147.9,5.0,International,9,2.7
